id,gene_symbol,gene_name,entrez_gene_id,homologene_group_id
19966,S100b,"S100 protein, beta polypeptide, neural",20203,4567
12094,S100g,S100 calcium binding protein G,12309,36150
50489,S100pbp,S100P binding protein,74648,81892
13387,S1pr1,sphingosine-1-phosphate receptor 1,13609,1071
14515,S1pr2,sphingosine-1-phosphate receptor 2,14739,3118
13388,S1pr3,sphingosine-1-phosphate receptor 3,13610,3829
13389,S1pr4,sphingosine-1-phosphate receptor 4,13611,2799
60860,S1pr5,sphingosine-1-phosphate receptor 5,94226,11031
19972,Saa2,serum amyloid A 2,20209,128033
19974,Saa4,serum amyloid A 4,20211,4750
54775,Saal1,serum amyloid A-like 1,78935,34706
57737,Sacm1l,"SAC1 (suppressor of actin mutations 1, homolog)-like (S. cerevisiae)",83493,6320
30208,Sacs,sacsin,50720,
35739,Sae1,SUMO1 activating enzyme subunit 1,56459,4019
86179,Safb,scaffold attachment factor B,224903,2229
86178,Safb2,scaffold attachment factor B2,224902,35210
19978,Sag,"S-antigen, retina and pineal gland (arrestin)",20215,455
37230,Sall1,sal-like 1 (Drosophila),58198,2230
30014,Sall2,sal-like 2 (Drosophila),50524,9269
20451,Sall3,sal-like 3 (Drosophila),20689,18142
63547,Sall4,sal-like 4 (Drosophila),99377,10716
86829,Samd10,sterile alpha motif domain containing 10,229011,36822
87173,Samd11,sterile alpha motif domain containing 11,231004,
107614,Samd12,sterile alpha motif domain containing 12,320679,35979
85128,Samd14,sterile alpha motif domain containing 14,217125,17130
88447,Samd15,sterile alpha motif domain containing 15,238333,52875
92460,Samd3,sterile alpha motif domain containing 3,268288,67991
50321,Samd4,sterile alpha motif domain containing 4,74480,19167
87551,Samd4b,sterile alpha motif domain containing 4B,233033,35268
107760,Samd5,sterile alpha motif domain containing 5,320825,37106
51794,Samd7,sterile alpha motif domain containing 7,75953,18802
43473,Samd8,sterile alpha motif domain containing 8,67630,41670
35330,Samhd1,"SAM domain and HD domain, 1",56045,9160
44495,Samm50,sorting and assembly machinery component 50 homolog (S. cerevisiae),68653,41034
43585,Samsn1,"SAM domain, SH3 domain and nuclear localization signals, 1",67742,11148
49336,Samt3,spermatogenesis associated multipass transmembrane protein 3,73495,87060
51026,Samt4,spermatogenesis associated multipass transmembrane protein 4,75185,87065
92641,Sap130,Sin3A associated protein,269003,11577
19983,Sap18,Sin3-associated polypeptide 18,20220,129968
36506,Sap30bp,SAP30 binding protein,57230,8308
30212,Sap30l,SAP30-like,50724,11632
47921,Sapcd2,suppressor APC domain containing 2,72080,18664
19987,Sar1a,SAR1 gene homolog A (S. cerevisiae),20224,90897
42240,Sar1b,SAR1 gene homolog B (S. cerevisiae),66397,90905
43730,Saraf,store-operated calcium entry-associated regulatory factor,67887,9398
82817,Sardh,sarcosine dehydrogenase,192166,5149
88385,Sarm1,sterile alpha and HEAT/Armadillo motif containing 1,237868,9015
41961,Sarnp,SAP domain containing ribonucleoprotein,66118,41628
19989,Sars,seryl-aminoacyl-tRNA synthetase,20226,4751
47825,Sars2,seryl-aminoacyl-tRNA synthetase 2,71984,6073
19990,Sart1,squamous cell carcinoma antigen recognized by T cells 1,20227,38015
33185,Sart3,squamous cell carcinoma antigen recognized by T cells 3,53890,40977
45938,Sash1,SAM and SH3 domain containing 1,70097,69182
49972,Sash3,SAM and SH3 domain containing 3,74131,10362
48617,Sass6,spindle assembly 6 homolog (C. elegans),72776,45668
19992,Sat1,spermidine/spermine N1-acetyl transferase 1,20229,37716
45057,Sat2,spermidine/spermine N1-acetyl transferase 2,69215,44215
19993,Satb1,special AT-rich sequence binding protein 1,20230,2232
84457,Satb2,special AT-rich sequence binding protein 2,212712,32249
49650,Satl1,spermidine/spermine N1-acetyl transferase-like 1,73809,28332
40643,Sav1,salvador homolog 1 (Drosophila),64010,32517
43352,Saysd1,SAYSVFN motif domain containing 1,67509,41248
42554,Sbds,Shwachman-Bodian-Diamond syndrome homolog (human),66711,6438
53820,Sbf1,SET binding factor 1,77980,84710
106869,Sbf2,SET binding factor 2,319934,41810
68340,Sbk1,SH3-binding kinase 1,104175,17084
120422,Sbk3,"SH3 domain binding kinase family, member 3",381835,82595
89057,Sbno1,"sno, strawberry notch homolog 1 (Drosophila)",243272,10055
84924,Sbno2,strawberry notch homolog 2 (Drosophila),216161,8981
19997,Sbp,spermine binding protein,20234,117464
93651,Sbsn,suprabasin,282619,17900
86486,Sbspon,"somatomedin B and thrombospondin, type 1 domain containing",226866,45950
88016,Sc5d,"sterol-C5-desaturase (fungal ERG3, delta-5-desaturase) homolog (S. cerevisae)",235293,5044
87596,Scaf1,SR-related CTD-associated factor 1,233208,10442
48034,Scaf11,SR-related CTD-associated factor 11,72193,37957
86087,Scaf4,SR-related CTD-associated factor 4,224432,16227
107206,Scai,suppressor of cancer cell invasion,320271,15523
71929,Scamp1,secretory carrier membrane protein 1,107767,37975
23795,Scamp2,secretory carrier membrane protein 2,24044,4163
23796,Scamp3,secretory carrier membrane protein 3,24045,4164
35497,Scamp4,secretory carrier membrane protein 4,56214,10476
36086,Scamp5,secretory carrier membrane protein 5,56807,56880
18781,Scand1,SCAN domain-containing 1,19018,10642
88098,Scap,SREBF chaperone,235623,8160
89301,Scaper,S phase cyclin A-associated protein in the ER,244891,32488
85488,Scara3,"scavenger receptor class A, member 3",219151,9437
46986,Scara5,"scavenger receptor class A, member 5 (putative)",71145,12556
20540,Scarb1,"scavenger receptor class B, member 1",20778,21132
12277,Scarb2,"scavenger receptor class B, member 2",12492,48353
119899,Scarf1,"scavenger receptor class F, member 1",380713,2741
86028,Scarf2,"scavenger receptor class F, member 2",224024,17817
73391,Sccpdh,saccharopine dehydrogenase (putative),109232,9334
20012,Scd1,stearoyl-Coenzyme A desaturase 1,20249,74538
20013,Scd2,stearoyl-Coenzyme A desaturase 2,20250,130634
29760,Scd3,stearoyl-coenzyme A desaturase 3,30049,56437
108595,Scd4,stearoyl-coenzyme A desaturase 4,329065,77322
41453,Scel,sciellin,64929,2850
52823,Scfd1,Sec1 family domain containing 1,76983,5650
84490,Scfd2,Sec1 family domain containing 2,212986,77411
20017,Scg2,secretogranin II,20254,2591
20018,Scg3,secretogranin III,20255,7526
20157,Scg5,secretogranin V,20394,130635
22044,Scgb1a1,"secretoglobin, family 1A, member 1 (uteroglobin)",22287,2518
87573,Scgb2b24,"secretoglobin, family 2B, member 24",233090,131220
87575,Scgb2b27,"secretoglobin, family 2B, member 27",233099,129703
44504,Scgb3a1,"secretoglobin, family 3A, member 1",68662,14160
78454,Scgb3a2,"secretoglobin, family 3A, member 2",117158,14274
84639,Scgn,"secretagogin, EF-hand calcium binding protein",214189,5088
29943,Schip1,schwannomin interacting protein 1,30953,32200
108341,Scimp,SLP adaptor and CSK interacting membrane protein,327957,52602
20022,Scin,scinderin,20259,36296
43004,Sclt1,sodium channel and clathrin linker 1,67161,27031
30364,Scly,selenocysteine lyase,50880,9548
29606,Scmh1,sex comb on midleg homolog 1,29871,32146
83371,Scml1,Vsex comb on midleg-like 1 (Drosophila),195726,
71977,Scml2,sex comb on midleg-like 2 (Drosophila),107815,38139
92463,Scml4,sex comb on midleg-like 4 (Drosophila),268297,18262
20027,Scn10a,"sodium channel, voltage-gated, type X, alpha",20264,21300
23797,Scn11a,"sodium channel, voltage-gated, type XI, alpha",24046,8041
20028,Scn1a,"sodium channel, voltage-gated, type I, alpha",20265,21375
20029,Scn1b,"sodium channel, voltage-gated, type I, beta",20266,810
75030,Scn2a1,"sodium channel, voltage-gated, type II, alpha 1",110876,75001
48662,Scn2b,"sodium channel, voltage-gated, type II, beta",72821,3373
20032,Scn3a,"sodium channel, voltage-gated, type III, alpha",20269,56005
88013,Scn3b,"sodium channel, voltage-gated, type III, beta",235281,10176
75034,Scn4a,"sodium channel, voltage-gated, type IV, alpha",110880,283
124782,Scn4b,"sodium channel, type IV, beta",399548,18384
20034,Scn5a,"sodium channel, voltage-gated, type V, alpha",20271,22738
20035,Scn7a,"sodium channel, voltage-gated, type VII, alpha",20272,55706
20036,Scn8a,"sodium channel, voltage-gated, type VIII, alpha",20273,7927
20037,Scn9a,"sodium channel, voltage-gated, type IX, alpha",20274,2237
45111,Scnm1,sodium channel modifier 1,69269,11431
20039,Scnn1a,"sodium channel, nonvoltage-gated 1 alpha",20276,811
20040,Scnn1b,"sodium channel, nonvoltage-gated 1 beta",20277,20280
20041,Scnn1g,"sodium channel, nonvoltage-gated 1 gamma",20278,128649
32372,Sco1,SCO cytochrome oxidase deficient homolog 1 (yeast),52892,3374
35647,Scoc,short coiled-coil protein,56367,56857
20043,Scp2,"sterol carrier protein 2, liver",20280,37717
42171,Scp2d1,SCP2 sterol-binding domain containing 1,66328,11947
50458,Scpep1,serine carboxypeptidase 1,74617,41443
20047,Scrg1,scrapie responsive gene 1,20284,5269
69947,Scrib,scribbled homolog (Drosophila),105782,44228
45779,Scrn1,secernin 1,69938,8853
85131,Scrn2,secernin 2,217140,26698
50457,Scrn3,secernin 3,74616,11601
82032,Scrt1,"scratch homolog 1, zinc finger protein (Drosophila)",170729,113534
144028,Scrt2,"scratch homolog 2, zinc finger protein (Drosophila)",545474,99867
20050,Sct,secretin,20287,7928
106164,Sctr,secretin receptor,319229,68290
41281,Scube1,"signal peptide, CUB domain, EGF-like 1",64706,11224
36067,Scube2,"signal peptide, CUB domain, EGF-like 2",56788,36383
92622,Scube3,"signal peptide, CUB domain, EGF-like 3",268935,65059
20052,Scx,scleraxis,20289,85195
54731,Scyl1,SCY1-like 1 (S. cerevisiae),78891,6947
84538,Scyl2,SCY1-like 2 (S. cerevisiae),213326,13349
88777,Scyl3,SCY1-like 3 (S. cerevisiae),240880,10706
87245,Sdad1,SDA1 domain containing 1,231452,6036
20730,Sdc1,syndecan 1,20969,2252
15304,Sdc2,syndecan 2,15529,2253
20731,Sdc3,syndecan 3,20970,7965
20732,Sdc4,syndecan 4,20971,31121
32858,Sdcbp,syndecan binding protein,53378,4110
86766,Sdcbp2,syndecan binding protein (syntenin) 2,228765,9240
43955,Sdccag3,serologically defined colon cancer antigen 3,68112,74578
52656,Sdccag8,serologically defined colon cancer antigen 8,76816,4839
84015,Sde2,SDE2 telomere maintenance homolog (S. pombe),208768,13820
20079,Sdf2,stromal cell derived factor 2,20316,5045
40769,Sdf2l1,stromal cell-derived factor 2-like 1,64136,11101
20081,Sdf4,stromal cell derived factor 4,20318,32121
42788,Sdha,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",66945,3073
41915,Sdhaf2,succinate dehydrogenase complex assembly factor 2,66072,32370
43523,Sdhb,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",67680,2255
41895,Sdhc,"succinate dehydrogenase complex, subunit C, integral membrane protein",66052,2256
42768,Sdhd,"succinate dehydrogenase complex, subunit D, integral membrane protein",66925,37718
108857,Sdk1,sidekick homolog 1 (chicken),330222,27395
88407,Sdk2,sidekick homolog 2 (chicken),237979,10406
20087,Sdpr,serum deprivation response,20324,3422
88934,Sdr16c5,"short chain dehydrogenase/reductase family 16C, member 5",242285,15039
88935,Sdr16c6,"short chain dehydrogenase/reductase family 16C, member 6",242286,80201
1025739,Sdr39u1,"short chain dehydrogenase/reductase family 39U, member 1",654795,69295
49873,Sdr42e1,"short chain dehydrogenase/reductase family 42E, member 1",74032,23654
45902,Sdr9c7,"4short chain dehydrogenase/reductase family 9C, member 7",70061,23618
87294,Sds,serine dehydratase,231691,38235
90434,Sdsl,serine dehydratase-like,257635,44224
18059,Sebox,SEBOX homeobox,18292,32052
35809,Sec11a,SEC11 homolog A (S. cerevisiae),56529,55536
42129,Sec11c,SEC11 homolog C (S. cerevisiae),66286,8624
74536,Sec13,SEC13 homolog (S. cerevisiae),110379,6479
49977,Sec14l1,SEC14-like 1 (S. cerevisiae),74136,37719
43658,Sec14l2,SEC14-like 2 (S. cerevisiae),67815,8245
119883,Sec14l3,SEC14-like 3 (S. cerevisiae),380683,24848
67822,Sec14l4,SEC14-like 4 (S. cerevisiae),103655,68807
86610,Sec16a,SEC16 homolog A (S. cerevisiae),227648,10533
59796,Sec16b,SEC16 homolog B (S. cerevisiae),89867,13227
105994,Sec22a,SEC22 vesicle trafficking protein homolog A (S. cerevisiae),317717,8246
20096,Sec22b,SEC22 vesicle trafficking protein homolog B (S. cerevisiae),20333,3597
84811,Sec22c,SEC22 vesicle trafficking protein homolog C (S. cerevisiae),215474,41948
20097,Sec23a,SEC23A (S. cerevisiae),20334,4642
26799,Sec23b,SEC23B (S. cerevisiae),27054,74571
83864,Sec23ip,Sec23 interacting protein,207352,38288
53211,Sec24a,"Sec24 related gene family, member A (S. cerevisiae)",77371,70131
63853,Sec24b,"Sec24 related gene family, member B (S. cerevisiae)",99683,55968
85413,Sec24c,"Sec24 related gene family, member C (S. cerevisiae)",218811,3615
45450,Sec24d,"Sec24 related gene family, member D (S. cerevisiae)",69608,40986
45004,Sec31a,Sec31 homolog A (S. cerevisiae),69162,42056
88744,Sec31b,Sec31 homolog B (S. cerevisiae),240667,56708
32901,Sec61a1,Sec61 alpha 1 subunit (S. cerevisiae),53421,55537
37015,Sec61a2,"Sec61, alpha subunit 2 (S. cerevisiae)",57743,38481
42055,Sec61b,Sec61 beta subunit,66212,38229
20098,Sec61g,"SEC61, gamma subunit",20335,130648
80091,Sec63,SEC63-like (S. cerevisiae),140740,5220
51261,Secisbp2,SECIS binding protein 2,75420,11415
46195,Secisbp2l,SECIS binding protein 2-like,70354,18923
84131,Sectm1a,secreted and transmembrane 1A,209588,86740
37242,Sectm1b,secreted and transmembrane 1B,58210,48157
47965,Seh1l,SEH1-like (S. cerevisiae,72124,68701
20101,Sel1l,sel-1 suppressor of lin-12-like (C. elegans),20338,31286
86756,Sel1l2,sel-1 suppressor of lin-12-like 2 (C. elegans),228684,16802
87211,Sel1l3,sel-1 suppressor of lin-12-like 3 (C. elegans),231238,9054
20102,Sele,"selectin, endothelial cell",20339,389
20104,Selenbp1,selenium binding protein 1,20341,2930
20105,Selenbp2,selenium binding protein 2,20342,2930
56566,Selk,selenoprotein K,80795,56870
20106,Sell,"selectin, lymphocyte",20343,539
77406,Selm,selenoprotein M,114679,14237
85978,Selo,selenoprotein O,223776,69439
20107,Selp,"selectin, platelet",20344,2260
20108,Selplg,"selectin, platelet (p-selectin) ligand",20345,2261
45069,Selt,selenoprotein T,69227,32304
20109,Sema3a,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",20346,31358
20110,Sema3b,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",20347,20972
20111,Sema3c,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",20348,36201
72311,Sema3d,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",108151,23664
20112,Sema3e,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",20349,8247
20113,Sema3f,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",20350,20885
85422,Sema3g,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G",218877,10602
20114,Sema4a,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",20351,8425
20115,Sema4b,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B",20352,8426
20116,Sema4c,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",20353,23047
20117,Sema4d,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",20354,21282
20118,Sema4f,"sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain",20355,3147
26204,Sema4g,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G",26456,22682
20119,Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",20356,2949
20120,Sema5b,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B",20357,8427
20121,Sema6a,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",20358,32426
20122,Sema6b,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B",20359,8428
20123,Sema6c,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C",20360,7931
84750,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",214968,16195
20124,Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A",20361,2678
85992,Senp1,SUMO1/sentrin specific peptidase 1,223870,8731
51667,Senp2,SUMO/sentrin specific peptidase 2,75826,11005
56656,Senp3,SUMO/sentrin specific peptidase 3,80886,9236
107148,Senp5,SUMO/sentrin specific peptidase 5,320213,17647
84794,Senp6,SUMO/sentrin specific peptidase 6,215351,9196
42158,Senp7,SUMO1/sentrin specific peptidase 7,66315,10778
47440,Senp8,SUMO/sentrin specific peptidase 8,71599,14084
60336,Sep15,selenoprotein,93684,3145
73238,Sephs1,selenophosphate synthetase 1,109079,56558
20530,Sephs2,selenophosphate synthetase 2,20768,7550
50618,Sepn1,"selenoprotein N, 1",74777,10723
20126,Sepp1,"selenoprotein P, plasma, 1",20363,3945
84258,Sepsecs,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,211006,15031
33496,Sept1,septin 1,54204,23009
67247,Sept10,septin 10,103080,27035
46930,Sept12,septin 12,71089,69435
50063,Sept14,septin 14,74222,87501
17767,Sept2,septin 2,18000,3243
23801,Sept3,septin 3,24050,99740
18715,Sept4,septin 4,18952,6107
18714,Sept5,septin 5,18951,74446
35806,Sept6,septin 6,56526,62617
87961,Sept7,septin 7,235072,1354
20125,Sept8,septin 8,20362,57205
33155,Sept9,septin 9,53860,90949
20127,Sepw1,"selenoprotein W, muscle 1",20364,2263
107942,Serac1,serine active site containing 1,321007,41900
42713,Serbp1,serpine1 mRNA binding protein 1,66870,32275
20128,Serf1,small EDRK-rich factor 1,20365,49268
119738,Serf2,small EDRK-rich factor 2,378702,85994
27159,Sergef,secretion regulating guanine nucleotide exchange factor,27414,40812
44449,Serhl,serine hydrolase-like,68607,65196
35722,Serinc1,serine incorporator 1,56442,41334
87115,Serinc2,serine incorporator 2,230779,27797
26688,Serinc3,serine incorporator 3,26943,38230
144525,Serinc4,serine incorporator 4,574418,67424
85360,Serinc5,serine incorporator 5,218442,65246
27890,Serp1,stress-associated endoplasmic reticulum protein 1,28146,8691
48502,Serp2,stress-associated endoplasmic reticulum protein family member 2,72661,84638
85276,Serpina10,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10",217847,9414
119933,Serpina11,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11",380780,28490
43897,Serpina12,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12",68054,23588
20462,Serpina1a,"serine (or cysteine) peptidase inhibitor, clade A, member 1A",20700,20103
20463,Serpina1b,"serine (or cysteine) preptidase inhibitor, clade A, member 1B",20701,20103
20465,Serpina1d,"serine (or cysteine) peptidase inhibitor, clade A, member 1D",20703,20103
20466,Serpina1e,"serine (or cysteine) peptidase inhibitor, clade A, member 1E",20704,20103
44190,Serpina1f,"serine (or cysteine) peptidase inhibitor, clade A, member 1F",68348,87037
49910,Serpina3a,"serine (or cysteine) peptidase inhibitor, clade A, member 3A",74069,
93010,Serpina3b,"serine (or cysteine) peptidase inhibitor, clade A, member 3B",271047,120222
16398,Serpina3c,"serine (or cysteine) peptidase inhibitor, clade A, member 3C",16625,40659
88455,Serpina3f,"serine (or cysteine) peptidase inhibitor, clade A, member 3F",238393,115927
20476,Serpina3k,"serine (or cysteine) peptidase inhibitor, clade A, member 3K",20714,40659
20478,Serpina3n,"serine (or cysteine) peptidase inhibitor, clade A, member 3N",20716,111129
107953,Serpina4-ps1,"serine (or cysteine) peptidase inhibitor, clade A, member 4, pseudogene 1",321018,
92533,Serpina5,"serine (or cysteine) peptidase inhibitor, clade A, member 5",268591,20159
12186,Serpina6,"serine (or cysteine) peptidase inhibitor, clade A, member 6",12401,20417
109096,Serpina7,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7",331535,20113
47748,Serpina9,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9",71907,23633
88822,Serpinb10,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10",241197,68430
42800,Serpinb11,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 11",66957,41653
47710,Serpinb12,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12",71869,23631
88821,Serpinb13,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13",241196,22718
42065,Serpinb1a,"serine (or cysteine) peptidase inhibitor, clade B, member 1a",66222,69399
93668,Serpinb1b,"serine (or cysteine) peptidase inhibitor, clade B, member 1b",282663,128206
119958,Serpinb1c,"serine (or cysteine) peptidase inhibitor, clade B, member 1c",380839,
18552,Serpinb2,"serine (or cysteine) peptidase inhibitor, clade B, member 2",18788,20571
20011,Serpinb3a,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3A",20248,76659
121089,Serpinb3b,"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3B",383548,131278
20486,Serpinb5,"serine (or cysteine) peptidase inhibitor, clade B, member 5",20724,20580
20481,Serpinb6a,"serine (or cysteine) peptidase inhibitor, clade B, member 6a",20719,20956
20470,Serpinb6b,"serine (or cysteine) peptidase inhibitor, clade B, member 6b",20708,22633
62018,Serpinb6c,"serine (or cysteine) peptidase inhibitor, clade B, member 6c",97848,
78180,Serpinb7,"serine (or cysteine) peptidase inhibitor, clade B, member 7",116872,68363
20487,Serpinb8,"serine (or cysteine) peptidase inhibitor, clade B, member 8",20725,74445
20485,Serpinb9,"serine (or cysteine) peptidase inhibitor, clade B, member 9",20723,37888
20468,Serpinb9b,"serine (or cysteine) peptidase inhibitor, clade B, member 9b",20706,
20469,Serpinb9c,"serine (or cysteine) peptidase inhibitor, clade B, member 9c",20707,
20488,Serpinb9d,"serine (or cysteine) peptidase inhibitor, clade B, member 9d",20726,69093
20472,Serpinb9e,"serine (or cysteine) peptidase inhibitor, clade B, member 9e",20710,69093
60458,Serpinb9g,"serine (or cysteine) peptidase inhibitor, clade B, member 9g",93806,69093
11692,Serpinc1,"serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1",11905,20139
14936,Serpind1,"serine (or cysteine) peptidase inhibitor, clade D, member 1",15160,36018
18551,Serpine1,"serine (or cysteine) peptidase inhibitor, clade E, member 1",18787,68070
20482,Serpine2,"serine (or cysteine) peptidase inhibitor, clade E, member 2",20720,21247
20080,Serpinf1,"serine (or cysteine) peptidase inhibitor, clade F, member 1",20317,1965
18580,Serpinf2,"serine (or cysteine) peptidase inhibitor, clade F, member 2",18816,719
12043,Serping1,"serine (or cysteine) peptidase inhibitor, clade G, member 1",12258,44
12191,Serpinh1,"serine (or cysteine) peptidase inhibitor, clade H, member 1",12406,20331
20475,Serpini1,"serine (or cysteine) peptidase inhibitor, clade I, member 1",20713,21045
43774,Serpini2,"serine (or cysteine) peptidase inhibitor, clade I, member 2",67931,21248
35229,Sertad1,SERTA domain containing 1,55942,8365
37204,Sertad2,SERTA domain containing 2,58172,8843
82045,Sertad3,SERTA domain containing 3,170742,8361
84729,Sertad4,SERTA domain containing 4,214791,10483
108718,Sertm1,serine rich and transmembrane domain containing 1,329641,45594
80093,Sesn1,sestrin 1,140742,8697
87118,Sesn2,sestrin 2,230784,12873
51588,Sesn3,sestrin 3,75747,14386
86681,Sestd1,SEC14 and spectrin domains 1,228071,45505
35371,Set,SET nuclear oncogene,56086,55707
88718,Setbp1,SET binding protein 1,240427,9192
87759,Setd1a,SET domain containing 1A,233904,52251
83921,Setd1b,SET domain containing 1B,208043,45581
88100,Setd2,SET domain containing 2,235626,56493
32170,Setd3,SET domain containing 3,52690,41748
86088,Setd4,SET domain containing 4,224440,41173
48736,Setd5,SET domain containing 5,72895,12485
49092,Setd7,SET domain containing (lysine methyltransferase) 7,73251,12741
43799,Setd8,SET domain containing (lysine methyltransferase) 8,67956,41372
58706,Setdb1,"SET domain, bifurcated 1",84505,32157
88531,Setdb2,"SET domain, bifurcated 2",239122,12903
50570,Setmar,SET domain without mariner transposase fusion,74729,68519
92709,Setx,senataxin,269254,41003
20133,Sez6,seizure related gene 6,20370,10948
36026,Sez6l,seizure related 6 homolog like,56747,10895
87745,Sez6l2,seizure related 6 homolog like 2,233878,8237
22425,Sf1,splicing factor 1,22668,6461
43308,Sf3a1,"splicing factor 3a, subunit 1",67465,4294
19985,Sf3a2,"splicing factor 3a, subunit 2",20222,5184
50903,Sf3a3,"splicing factor 3a, subunit 3",75062,4949
57570,Sf3b1,"splicing factor 3b, subunit 1",81898,6696
106257,Sf3b2,"splicing factor 3b, subunit 2",319322,6678
66113,Sf3b3,"splicing factor 3b, subunit 3",101943,6579
71863,Sf3b4,"splicing factor 3b, subunit 4",107701,22334
41968,Sf3b5,"splicing factor 3b, subunit 5",66125,41825
41898,Sf3b6,"splicing factor 3B, subunit 6",66055,9360
54727,Sfi1,"Sfi1 homolog, spindle assembly associated (yeast)",78887,12707
33941,Sfmbt1,Scm-like with four mbt domains 1,54650,9472
110741,Sfmbt2,Scm-like with four mbt domains 2,353282,82485
35235,Sfn,stratifin,55948,4475
47355,Sfpq,splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated),71514,3714
43631,Sfr1,SWI5 dependent recombination repair 1,67788,12189
20140,Sfrp1,secreted frizzled-related protein 1,20377,2266
20082,Sfrp2,secreted frizzled-related protein 2,20319,56438
20142,Sfrp4,secreted frizzled-related protein 4,20379,2267
33903,Sfrp5,secreted frizzled-related sequence protein 5,54612,2268
87306,Sfswap,"splicing factor, suppressor of white-apricot homolog (Drosophila)",231769,3376
70654,Sft2d1,SFT2 domain containing 1,106489,34525
72894,Sft2d2,SFT2 domain containing 2,108735,27069
129688,Sfta2,surfactant associated 2,433102,130032
20150,Sftpa1,surfactant associated protein A1,20387,3946
20152,Sftpc,surfactant associated protein C,20389,2271
20153,Sftpd,surfactant associated protein D,20390,2272
13834,Sfxn1,sideroflexin 1,14057,41494
60911,Sfxn2,sideroflexin 2,94279,14227
60912,Sfxn3,sideroflexin 3,94280,23394
60913,Sfxn4,sideroflexin 4,94281,14228
60914,Sfxn5,sideroflexin 5,94282,16936
20154,Sgca,"sarcoglycan, alpha (dystrophin-associated glycoprotein)",20391,9
23802,Sgcb,"sarcoglycan, beta (dystrophin-associated glycoprotein)",24051,195
23803,Sgcd,"sarcoglycan, delta (dystrophin-associated glycoprotein)",24052,285
20155,Sgce,"sarcoglycan, epsilon",20392,31205
23804,Sgcg,"sarcoglycan, gamma (dystrophin-associated glycoprotein)",24053,194
89235,Sgcz,sarcoglycan zeta,244431,26726
48935,Sgip1,SH3-domain GRB2-like (endophilin) interacting protein 1,73094,13001
20156,Sgk1,serum/glucocorticoid regulated kinase 1,20393,48364
26964,Sgk2,serum/glucocorticoid regulated kinase 2,27219,8446
82058,Sgk3,serum/glucocorticoid regulated kinase 3,170755,56582
83977,Sgms1,sphingomyelin synthase 1,208449,27040
50283,Sgms2,sphingomyelin synthase 2,74442,32705
48256,Sgol1,shugoshin-like 1 (S. pombe),72415,23642
